Month,Year,Housetype,Sales,Benchmark price,Close,Volume,Bank of Canada Target Overnight Rate,Births,Deaths,Immigrants,Emigrants,Returning emigrants
6,2007,D,1623,715715,13934.93345,222620738.1,4.25,22530,13455,32245,9838,4252
6,2008,D,918,765654,14718.77609,224197190.5,3,23039,13810,36617,9449,3945
6,2009,D,1667,701384,10372.29998,218151945.5,0.25,23688,13492,35977,8334,3773
6,2010,D,1139,795025,11680.17276,198242868.2,0.5,23586,13545,36850,8906,4270
6,2011,D,1471,901680,13126.10915,203981027.3,1,23223,13564,32857,8783,3872
6,2012,D,921,961600,11495.65244,195250181,1,23339,13813,29630,9542,4251
6,2013,D,1102,919900,12221.44502,1898260,1,23969,13976,29822,9560,4087
6,2014,D,1462,976700,14960.51432,161603500,1,23681,14290,30466,9775,4347
6,2015,D,1920,1123900,14835.91362,169358604.5,0.75,24134,14952,25159,9752,4911
6,2016,D,1562,1561500,14042.44092,237967027.3,0.5,24077,15161,34750,9574,4942
6,2017,D,1320,1587900,15308.82267,229315709.1,0.5,24544,16259,28023,8595,4647
6,2018,D,766,1598200,16253.25237,211363814.3,1.25,23993,16299,33295,7995,4360
6,2019,D,746,1423500,16322.64517,211161580,1.75,23780,16132,34562,6842,4432
6,2020,D,866,1464200,15480.88188,321071704.5,0.25,23866,16474,36449,5335,6108
6,2021,D,1262,1801100,20110.0728,229490768.2,0.25,23583,17885,28002,4249,948
5,2005,D,1776,523603,9472.204799,109734381,2.5,21756,13484,35990,9314,3656
5,2006,D,1765,635926,11923.00004,195242736.4,4.25,21892,13396,38296,9215,4517
5,2007,D,1805,711245,13929.26363,217745700,4.25,22530,13455,32245,9838,4252
5,2008,D,1203,771250,14612.92852,228298366.7,3,23039,13810,36617,9449,3945
5,2009,D,1402,680320,10031.3251,235301260,0.25,23688,13492,35977,8334,3773
5,2010,D,1256,810175,11816.48003,233062465,0.5,23586,13545,36850,8906,4270
5,2011,D,1570,890833,13620.74284,184362090.5,1,23223,13564,32857,8783,3872
5,2012,D,1180,967500,11644.10906,187124886.4,1,23339,13813,29630,9542,4251
5,2013,D,1212,917200,12585.10454,26349127.27,1,23969,13976,29822,9560,4087
5,2014,D,1453,966500,14635.73814,142653671.4,1,23681,14290,30466,9775,4347
5,2015,D,1723,1104900,15127.22993,174151160,0.75,24134,14952,25159,9752,4911
5,2016,D,1865,1513800,13851.87616,225815647.6,0.5,24077,15161,34750,9574,4942
5,2017,D,1548,1561000,15486.841,206910068.2,0.5,24544,16259,28023,8595,4647
5,2018,D,926,1608000,15964.3999,205693645.5,1.25,23993,16299,33295,7995,4360
5,2019,D,913,1421900,16316.76376,216000386.4,1.75,23780,16132,34562,6842,4432
5,2020,D,534,1456700,14903.83501,319881845,0.25,23866,16474,36449,5335,6108
5,2021,D,1430,1800600,19442.90488,238416995,0.25,23583,17885,28002,4249,948
5,2022,D,793,2093600,20384.325,276782465,1,23811,18058,28273,4290,957
4,2005,D,1749,518607,9474.85705,113201342.9,2.5,21756,13484,35990,9314,3656
4,2006,D,1440,620947,12291.06317,179271184.2,4,21892,13396,38296,9215,4517
4,2007,D,1403,695069,13535.05,202528305,4.25,22530,13455,32245,9838,4252
4,2008,D,1293,771321,13891.25901,216147859.1,3.5,23039,13810,36617,9449,3945
4,2009,D,1190,675268,9224.666574,231294823.8,0.5,23688,13492,35977,8334,3773
4,2010,D,1370,818403,12157.11435,186932461.9,0.25,23586,13545,36850,8906,4270
4,2011,D,1402,879039,13962.37998,201216735,1,23223,13564,32857,8783,3872
4,2012,D,1126,1064800,12135.45996,181849105,1,23339,13813,29630,9542,4251
4,2013,D,1064,914000,12299.17272,174803804.5,1,23969,13976,29822,9560,4087
4,2014,D,1336,956700,14440.53334,166964819,1,23681,14290,30466,9775,4347
4,2015,D,1815,1078900,15299.2713,179636585.7,0.75,24134,14952,25159,9752,4911
4,2016,D,1979,1403200,13650.36203,235401161.9,0.5,24077,15161,34750,9574,4942
4,2017,D,1211,1516500,15642.25786,207050331.6,0.5,24544,16259,28023,8595,4647
4,2018,D,807,1605800,15380.42383,192587228.6,1.25,23993,16299,33295,7995,4360
4,2019,D,586,1437100,16470.40002,214245804.8,1.75,23780,16132,34562,6842,4432
4,2020,D,388,1462100,14071.47614,348308366.7,0.25,23866,16474,36449,5335,6108
4,2021,D,1655,1755500,19168.8764,201202557.1,0.25,23583,17885,28002,4249,948
4,2022,D,962,2139200,21586.46514,251417865,1,23811,18058,28273,4290,957
3,2005,D,1651,503141,9697.027255,134334804.5,2.5,21756,13484,35990,9314,3656
3,2006,D,1524,610382,11971.74338,172064708.7,3.75,21892,13396,38296,9215,4517
3,2007,D,1399,682173,13026.08181,194157718.2,4.25,22530,13455,32245,9838,4252
3,2008,D,1116,764616,13245.36504,250488795,4,23039,13810,36617,9449,3945
3,2009,D,1116,649342,8314.063676,265429100,1,23688,13492,35977,8334,3773
3,2010,D,1336,800341,11966.74783,178736013,0.25,23586,13545,36850,8906,4270
3,2011,D,1795,866806,13932.90005,230097587,1,23223,13564,32857,8783,3872
3,2012,D,1183,1056400,12464.03187,224466750,1,23339,13813,29630,9542,4251
3,2013,D,933,906900,12777.30005,183583045,1,23969,13976,29822,9560,4087
3,2014,D,1116,945400,14281.35235,174492014.3,1,23681,14290,30466,9775,4347
3,2015,D,1711,1052800,14921.5819,203606286.4,0.75,24134,14952,25159,9752,4911
3,2016,D,2135,1342500,13382.09992,277971113.6,0.5,24077,15161,34750,9574,4942
3,2017,D,1150,1489400,15515.27819,227673295.7,0.5,24544,16259,28023,8595,4647
3,2018,D,722,1608500,15490.39518,205932438.1,1.25,23993,16299,33295,7995,4360
3,2019,D,529,1437100,16119.56185,269785457.1,1.75,23780,16132,34562,6842,4432
3,2020,D,852,1450700,13757.13184,499857227.3,1.75,23866,16474,36449,5335,6108
3,2021,D,1965,1700200,18658.09986,279895065.2,0.25,23583,17885,28002,4249,948
3,2022,D,1291,2118600,21626.25221,318250039.1,0.5,23811,18058,28273,4290,957
2,2005,D,1216,491821,9529.84502,122319630,2.5,21756,13484,35990,9314,3656
2,2006,D,1177,598989,11770.26992,180408190,3.5,21892,13396,38296,9215,4517
2,2007,D,1121,666983,13206.32495,193061345,4.25,22530,13455,32245,9838,4252
2,2008,D,995,761342,13352.51514,225291365,4,23039,13810,36617,9449,3945
2,2009,D,587,653452,8437.615723,250627047.4,1,23688,13492,35977,8334,3773
2,2010,D,983,800796,11453.66833,165491015.8,0.25,23586,13545,36850,8906,4270
2,2011,D,1402,848645,13908.25262,231785900,1,23223,13564,32857,8783,3872
2,2012,D,1101,1042900,12552.74507,205881265,1,23339,13813,29630,9542,4251
2,2013,D,704,901500,12737.00524,175184678.9,1,23969,13976,29822,9560,4087
2,2014,D,1032,932900,13964.4632,192155494.7,1,23681,14290,30466,9775,4347
2,2015,D,1296,1026300,15155.01054,225961247.4,0.75,24134,14952,25159,9752,4911
2,2016,D,1778,1305600,12632.43511,277675520,0.5,24077,15161,34750,9574,4942
2,2017,D,745,1474200,15639.70528,231691615.8,0.5,24544,16259,28023,8595,4647
2,2018,D,621,1602000,15430.63163,234158378.9,1.25,23993,16299,33295,7995,4360
2,2019,D,448,1443100,15811.20534,250210405.3,1.75,23780,16132,34562,6842,4432
2,2020,D,685,1433900,17542.68945,261518557.9,1.75,23866,16474,36449,5335,6108
2,2021,D,1231,1621200,18250.07905,283051605.3,0.25,23583,17885,28002,4249,948
2,2022,D,1010,2044800,21232.37366,288395910.5,0.25,23811,18058,28273,4290,957
1,2005,D,663,482233,9087.594971,116772740,2.5,21756,13484,35990,9314,3656
1,2006,D,739,584053,11662.24763,173044090.5,3.5,21892,13396,38296,9215,4517
1,2007,D,695,641596,12746.75453,188655840.9,4.25,22530,13455,32245,9838,4252
1,2008,D,641,742490,13215.51363,238461368.2,4.25,23039,13810,36617,9449,3945
1,2009,D,292,742490,8888.66662,227141095.2,1.5,23688,13492,35977,8334,3773
1,2010,D,705,788499,11654.275,163821980,0.25,23586,13545,36850,8906,4270
1,2011,D,793,810045,13392.76484,231808115,1,23223,13564,32857,8783,3872
1,2012,D,659,1034700,12331.75242,196652219,1,23339,13813,29630,9542,4251
1,2013,D,542,901000,12668.82267,162387913.6,1,23969,13976,29822,9560,4087
1,2014,D,728,919700,13728.08185,179950581.8,1,23681,14290,30466,9775,4347
1,2015,D,781,1010000,14460.89063,246596604.8,1,24134,14952,25159,9752,4911
1,2016,D,1047,1273100,12361.01001,256482220,0.5,24077,15161,34750,9574,4942
1,2017,D,444,1474800,15486.57613,206382366.7,0.5,24544,16259,28023,8595,4647
1,2018,D,487,1601500,16272.46373,210722286.4,1.25,23993,16299,33295,7995,4360
1,2019,D,339,1453400,15031.88623,237062686.4,1.75,23780,16132,34562,6842,4432
1,2020,D,439,1431200,17381.99565,211871877.3,1.75,23866,16474,36449,5335,6108
1,2021,D,740,1576800,17830.675,250555990,0.25,23583,17885,28002,4249,948
1,2022,D,622,1963000,21033.24502,262863980,0.25,23811,18058,28273,4290,957
12,2005,A,1033,282079,11150.78496,136128790,3.25,21756,13484,35990,9314,3656
12,2006,A,741,329906,12853.43159,162569578.9,4.25,21892,13396,38296,9215,4517
12,2007,A,901,377579,13670.63148,188840115.8,4.5,22530,13455,32245,9838,4252
12,2008,A,417,377579,8472.714239,269090876.2,2.25,23039,13810,36617,9449,3945
12,2009,A,1154,382573,11580.10472,158214595.2,0.25,23688,13492,35977,8334,3773
12,2010,A,811,387115,13275.4382,195339985.7,1,23586,13545,36850,8906,4270
12,2011,A,774,401396,11860.67505,209796565,1,23223,13564,32857,8783,3872
12,2012,A,504,361200,12290.24733,182553368.4,1,23339,13813,29630,9542,4251
12,2013,A,850,367800,13339.18013,144336825,1,23969,13976,29822,9560,4087
12,2014,A,912,380700,14335.87142,272334338.1,1,23681,14290,30466,9775,4347
12,2015,A,1225,436200,13115.16183,214070252.4,0.5,24134,14952,25159,9752,4911
12,2016,A,915,510300,15254.49502,223637860,0.5,24077,15161,34750,9574,4942
12,2017,A,1028,655400,16092.82622,184272426.3,1,24544,16259,28023,8595,4647
12,2018,A,535,664100,14546.79996,276276668.4,1.75,23993,16299,33295,7995,4360
12,2019,A,1053,656700,17019.95986,207834430,1.75,23780,16132,34562,6842,4432
12,2020,A,1474,676500,17520.94782,247748995.2,0.25,23866,16474,36449,5335,6108
12,2021,A,1464,761800,20917.44745,237045200,0.25,23583,17885,28002,4249,948
11,2005,A,1187,281661,10746.74991,132053504.5,3,21756,13484,35990,9314,3656
11,2006,A,1050,329537,12422.34557,214683081.8,4.25,21892,13396,38296,9215,4517
11,2007,A,1276,374393,13738.57271,229905750,4.5,22530,13455,32245,9838,4252
11,2008,A,410,342315,9043.729956,296403495,2.25,23039,13810,36617,9449,3945
11,2009,A,1396,381945,11412.00009,173306885.7,0.25,23688,13492,35977,8334,3773
11,2010,A,1052,389168,12843.19997,212203813.6,1,23586,13545,36850,8906,4270
11,2011,A,1000,399686,12038.091,197608240.9,1,23223,13564,32857,8783,3872
11,2012,A,750,364900,12163.19087,152550268.2,1,23339,13813,29630,9542,4251
11,2013,A,969,367800,13396.08571,128495100,1,23969,13976,29822,9560,4087
11,2014,A,1052,379500,14824.76504,200458880,1,23681,14290,30466,9775,4347
11,2015,A,1553,435000,13424.18573,191119261.9,0.5,24134,14952,25159,9752,4911
11,2016,A,1200,512100,14821.92738,226577081.8,0.5,24077,15161,34750,9574,4942
11,2017,A,1508,648200,16032.32719,176767209.1,1,24544,16259,28023,8595,4647
11,2018,A,810,667800,15144.00457,253681772.7,1.75,23993,16299,33295,7995,4360
11,2019,A,1222,651500,16925.99535,205401804.8,1.75,23780,16132,34562,6842,4432
11,2020,A,1371,676500,16743.60491,270683195.2,0.25,23866,16474,36449,5335,6108
11,2021,A,1828,752800,21439.10458,248287300,0.25,23583,17885,28002,4249,948
10,2005,A,1314,280938,10487.57998,140605395,3,21756,13484,35990,9314,3656
10,2006,A,1165,333398,11970.22852,213129638.1,4.25,21892,13396,38296,9215,4517
10,2007,A,1368,371418,14215.41824,242931813.6,4.5,22530,13455,32245,9838,4252
10,2008,A,647,358359,9774.150036,317762745.5,3,23039,13810,36617,9449,3945
10,2009,A,1607,380975,11291.49047,192470514.3,0.25,23688,13492,35977,8334,3773
10,2010,A,984,390074,12569.48496,197395705,1,23586,13545,36850,8906,4270
10,2011,A,958,402702,11922.75996,241595370,1,23223,13564,32857,8783,3872
10,2012,A,803,368800,12337.64546,141673259.1,1,23339,13813,29630,9542,4251
10,2013,A,1098,365600,13057.72723,154387345.5,1,23969,13976,29822,9560,4087
10,2014,A,1268,380200,14460.83176,209123077.3,1,23681,14290,30466,9775,4347
10,2015,A,1543,425800,13751.94299,230453128.6,0.5,24134,14952,25159,9752,4911
10,2016,A,1178,512300,14718.1749,197534870,0.5,24077,15161,34750,9574,4942
10,2017,A,1532,642000,15825.97619,165845861.9,1,24544,16259,28023,8595,4647
10,2018,A,985,683500,15441.17267,279131331.8,1.75,23993,16299,33295,7995,4360
10,2019,A,1384,652500,16403.16357,184524781.8,1.75,23780,16132,34562,6842,4432
10,2020,A,1570,683500,16226.72387,211048366.7,0.25,23866,16474,36449,5335,6108
10,2021,A,1801,746400,20777.575,213138835,0.25,23583,17885,28002,4249,948
9,2005,A,1339,275165,10917.81901,150087176.2,2.75,21756,13484,35990,9314,3656
9,2006,A,1093,334482,11769.53999,209688550,4.25,21892,13396,38296,9215,4517
9,2007,A,1177,371718,13863.9264,222450478.9,4.5,22530,13455,32245,9838,4252
9,2008,A,764,369062,12450.45708,309926471.4,3,23039,13810,36617,9449,3945
9,2009,A,1489,374686,11255.05236,215965004.8,0.25,23688,13492,35977,8334,3773
9,2010,A,971,388373,12163.83329,214157290.5,1,23586,13545,36850,8906,4270
9,2011,A,922,405569,12130.30957,243736204.8,1,23223,13564,32857,8783,3872
9,2012,A,676,368600,12285.60007,191711610.5,1,23339,13813,29630,9542,4251
9,2013,A,1018,366600,12818.93003,127793550,1,23969,13976,29822,9560,4087
9,2014,A,1188,378700,15353.49047,177950985.7,1,23681,14290,30466,9775,4347
9,2015,A,1529,415100,13477.61435,212263461.9,0.5,24134,14952,25159,9752,4911
9,2016,A,1218,510800,14633.9667,208964919,0.5,24077,15161,34750,9574,4942
9,2017,A,1451,635800,15284.46001,193503000,1,24544,16259,28023,8595,4647
9,2018,A,812,687300,16125.6104,252503052.6,1.5,23993,16299,33295,7995,4360
9,2019,A,1166,651500,16683.24531,234141550,1.75,23780,16132,34562,6842,4432
9,2020,A,1596,683500,16234.7048,235095447.6,0.25,23866,16474,36449,5335,6108
9,2021,A,1621,738600,20510.93824,232076542.9,0.25,23583,17885,28002,4249,948
8,2005,A,1484,271595,10571.36825,128369750,2.5,21756,13484,35990,9314,3656
8,2006,A,1295,331519,12035.24099,167049486.4,4.25,21892,13396,38296,9215,4517
8,2007,A,1504,367944,13411.12717,214616559.1,4.5,22530,13455,32245,9838,4252
8,2008,A,740,374366,13364.13008,203548235,3,23039,13810,36617,9449,3945
8,2009,A,1464,369263,10816.36001,177113825,0.25,23688,13492,35977,8334,3773
8,2010,A,935,385968,11728.56176,186650361.9,0.75,23586,13545,36850,8906,4270
8,2011,A,955,407457,12383.20455,252732877.3,1,23223,13564,32857,8783,3872
8,2012,A,725,370100,11921,137993904.5,1,23339,13813,29630,9542,4251
8,2013,A,1018,366100,12622.70001,119729328.6,1,23969,13976,29822,9560,4087
8,2014,A,1126,379200,15389.38003,136711630,1,23681,14290,30466,9775,4347
8,2015,A,1494,405400,14010.42007,210363200,0.5,24134,14952,25159,9752,4911
8,2016,A,1343,514300,14680.81818,173085681.8,0.5,24077,15161,34750,9574,4942
8,2017,A,1613,626800,15108.95002,153166800,0.75,24544,16259,28023,8595,4647
8,2018,A,1025,695500,16332.4272,198310918.2,1.5,23993,16299,33295,7995,4360
8,2019,A,1116,654000,16243.06659,195463795.2,1.75,23780,16132,34562,6842,4432
8,2020,A,1332,685800,16584.29004,199759780,0.25,23866,16474,36449,5335,6108
8,2021,A,1631,735100,20462.6143,178290823.8,0.25,23583,17885,28002,4249,948
7,2005,A,1567,267814,10247.47007,105842925,2.5,21756,13484,35990,9314,3656
7,2006,A,1188,328966,11658.64502,156834620,4.25,21892,13396,38296,9215,4517
7,2007,A,1674,364510,14196.76669,213051395.2,4.5,22530,13455,32245,9838,4252
7,2008,A,966,381687,13623.00901,232598495.5,3,23039,13810,36617,9449,3945
7,2009,A,1708,365291,10292.80926,171589472.7,0.25,23688,13492,35977,8334,3773
7,2010,A,979,387879,11558.59045,174158471.4,0.75,23586,13545,36850,8906,4270
7,2011,A,1040,405306,13295.15991,176445650,1,23223,13564,32857,8783,3872
7,2012,A,927,374300,11626.91439,154676133.3,1,23339,13813,29630,9542,4251
7,2013,A,1210,368300,12479.65914,25115568.18,1,23969,13976,29822,9560,4087
7,2014,A,1212,376500,15268.33634,151065722.7,1,23681,14290,30466,9775,4347
7,2015,A,1729,400900,14436.42272,172930768.2,0.75,24134,14952,25159,9752,4911
7,2016,A,1602,510600,14446.06499,193638010,0.5,24077,15161,34750,9574,4942
7,2017,A,1468,616600,15153.55,152854985,0.75,24544,16259,28023,8595,4647
7,2018,A,1079,700500,16432.5619,167334404.8,1.5,23993,16299,33295,7995,4360
7,2019,A,1243,653200,16515.04084,168734668.2,1.75,23780,16132,34562,6842,4432
7,2020,A,1400,682500,15942.4818,194763659.1,0.25,23866,16474,36449,5335,6108
7,2021,A,1666,736900,20165.29511,170390819,0.25,23583,17885,28002,4249,948
6,2005,A,1774,261848,9860.17729,118866386.4,2.5,21756,13484,35990,9314,3656
6,2006,A,1591,325154,11341.05913,171613045.5,4.25,21892,13396,38296,9215,4517
6,2007,A,1846,360469,13934.93345,222620738.1,4.25,22530,13455,32245,9838,4252
6,2008,A,1057,388722,14718.77609,224197190.5,3,23039,13810,36617,9449,3945
6,2009,A,1790,356880,10372.29998,218151945.5,0.25,23688,13492,35977,8334,3773
6,2010,A,1258,391528,11680.17276,198242868.2,0.5,23586,13545,36850,8906,4270
6,2011,A,1266,405200,13126.10915,203981027.3,1,23223,13564,32857,8783,3872
6,2012,A,1026,376200,11495.65244,195250181,1,23339,13813,29630,9542,4251
6,2013,A,1068,369100,12221.44502,1898260,1,23969,13976,29822,9560,4087
6,2014,A,1308,378000,14960.51432,161603500,1,23681,14290,30466,9775,4347
6,2015,A,1774,400200,14835.91362,169358604.5,0.75,24134,14952,25159,9752,4911
6,2016,A,2108,501100,14042.44092,237967027.3,0.5,24077,15161,34750,9574,4942
6,2017,A,1905,600700,15308.82267,229315709.1,0.5,24544,16259,28023,8595,4647
6,2018,A,120,704200,16253.25237,211363814.3,1.25,23993,16299,33295,7995,4360
6,2019,A,941,654700,16322.64517,211161580,1.75,23780,16132,34562,6842,4432
6,2020,A,1105,680800,15480.88188,321071704.5,0.25,23866,16474,36449,5335,6108
6,2021,A,1774,737600,20110.0728,229490768.2,0.25,23583,17885,28002,4249,948
5,2005,A,1974,258439,9472.204799,109734381,2.5,21756,13484,35990,9314,3656
5,2006,A,1760,321559,11923.00004,195242736.4,4.25,21892,13396,38296,9215,4517
5,2007,A,1789,35828,13929.26363,217745700,4.25,22530,13455,32245,9838,4252
5,2008,A,1244,389668,14612.92852,228298366.7,3,23039,13810,36617,9449,3945
5,2009,A,1458,349987,10031.3251,235301260,0.25,23688,13492,35977,8334,3773
5,2010,A,1354,398783,11816.48003,233062465,0.5,23586,13545,36850,8906,4270
5,2011,A,1228,407419,13620.74284,184362090.5,1,23223,13564,32857,8783,3872
5,2012,A,1156,379700,11644.10906,187124886.4,1,23339,13813,29630,9542,4251
5,2013,A,1136,365600,12585.10454,26349127.27,1,23969,13976,29822,9560,4087
5,2014,A,1286,377500,14635.73814,142653671.4,1,23681,14290,30466,9775,4347
5,2015,A,1600,396900,15127.22993,174151160,0.75,24134,14952,25159,9752,4911
5,2016,A,2150,485000,13851.87616,225815647.6,0.5,24077,15161,34750,9574,4942
5,2017,A,2025,571300,15486.841,206910068.2,0.5,24544,16259,28023,8595,4647
5,2018,A,1431,701700,15964.3999,205693645.5,1.25,23993,16299,33295,7995,4360
5,2019,A,1246,664200,16316.76376,216000386.4,1.75,23780,16132,34562,6842,4432
5,2020,A,653,686500,14903.83501,319881845,0.25,23866,16474,36449,5335,6108
5,2021,A,2049,737100,19442.90488,238416995,0.25,23583,17885,28002,4249,948
5,2022,A,1605,779700,20384.325,276782465,1,23811,18058,28273,4290,957
4,2005,A,1675,254121,9474.85705,113201342.9,2.5,21756,13484,35990,9314,3656
4,2006,A,1366,309484,12291.06317,179271184.2,4,21892,13396,38296,9215,4517
4,2007,A,1350,355108,13535.05,202528305,4.25,22530,13455,32245,9838,4252
4,2008,A,1317,389070,13891.25901,216147859.1,3.5,23039,13810,36617,9449,3945
4,2009,A,1179,340203,9224.666574,231294823.8,0.5,23688,13492,35977,8334,3773
4,2010,A,1526,397779,12157.11435,186932461.9,0.25,23586,13545,36850,8906,4270
4,2011,A,1201,409242,13962.37998,201216735,1,23223,13564,32857,8783,3872
4,2012,A,1190,375900,12135.45996,181849105,1,23339,13813,29630,9542,4251
4,2013,A,1052,365900,12299.17272,174803804.5,1,23969,13976,29822,9560,4087
4,2014,A,1172,375500,14440.53334,166964819,1,23681,14290,30466,9775,4347
4,2015,A,1579,394200,15299.2713,179636585.7,0.75,24134,14952,25159,9752,4911
4,2016,A,2107,475000,13650.36203,235401161.9,0.5,24077,15161,34750,9574,4942
4,2017,A,1722,554100,15642.25786,207050331.6,0.5,24544,16259,28023,8595,4647
4,2018,A,1308,701000,15380.42383,192587228.6,1.25,23993,16299,33295,7995,4360
4,2019,A,885,656900,16470.40002,214245804.8,1.75,23780,16132,34562,6842,4432
4,2020,A,503,685500,14071.47614,348308366.7,0.25,23866,16474,36449,5335,6108
4,2021,A,2289,729600,19168.8764,201202557.1,0.25,23583,17885,28002,4249,948
4,2022,A,1692,844700,21586.46514,251417865,1,23811,18058,28273,4290,957
3,2005,A,1641,248762,9697.027255,134334804.5,2.5,21756,13484,35990,9314,3656
3,2006,A,1779,305002,11971.74338,172064708.7,3.75,21892,13396,38296,9215,4517
3,2007,A,1532,349373,13026.08181,194157718.2,4.25,22530,13455,32245,9838,4252
3,2008,A,1370,389609,13245.36504,250488795,4,23039,13810,36617,9449,3945
3,2009,A,976,337099,8314.063676,265429100,1,23688,13492,35977,8334,3773
3,2010,A,1252,395507,11966.74783,178736013,0.25,23586,13545,36850,8906,4270
3,2011,A,1622,403885,13932.90005,230097587,1,23223,13564,32857,8783,3872
3,2012,A,1191,375100,12464.03187,224466750,1,23339,13813,29630,9542,4251
3,2013,A,982,362100,12777.30005,183583045,1,23969,13976,29822,9560,4087
3,2014,A,1106,375800,14281.35235,174492014.3,1,23681,14290,30466,9775,4347
3,2015,A,1627,390200,14921.5819,203606286.4,0.75,24134,14952,25159,9752,4911
3,2016,A,2252,462800,13382.09992,277971113.6,0.5,24077,15161,34750,9574,4942
3,2017,A,1841,537400,15515.27819,227673295.7,0.5,24544,16259,28023,8595,4647
3,2018,A,1349,693500,15490.39518,205932438.1,1.25,23993,16299,33295,7995,4360
3,2019,A,873,656900,16119.56185,269785457.1,1.75,23780,16132,34562,6842,4432
3,2020,A,1179,687000,13757.13184,499857227.3,1.75,23866,16474,36449,5335,6108
3,2021,A,2697,715800,18658.09986,279895065.2,0.25,23583,17885,28002,4249,948
3,2022,A,2310,835500,21626.25221,318250039.1,0.5,23811,18058,28273,4290,957
2,2005,A,1327,242421,9529.84502,122319630,2.5,21756,13484,35990,9314,3656
2,2006,A,1212,297192,11770.26992,180408190,3.5,21892,13396,38296,9215,4517
2,2007,A,1269,342705,13206.32495,193061345,4.25,22530,13455,32245,9838,4252
2,2008,A,1197,387032,13352.51514,225291365,4,23039,13810,36617,9449,3945
2,2009,A,650,333143,8437.615723,250627047.4,1,23688,13492,35977,8334,3773
2,2010,A,1074,390899,11453.66833,165491015.8,0.25,23586,13545,36850,8906,4270
2,2011,A,1206,399397,13908.25262,231785900,1,23223,13564,32857,8783,3872
2,2012,A,1020,373300,12552.74507,205881265,1,23339,13813,29630,9542,4251
2,2013,A,760,360400,12737.00524,175184678.9,1,23969,13976,29822,9560,4087
2,2014,A,1032,373300,13964.4632,192155494.7,1,23681,14290,30466,9775,4347
2,2015,A,1244,386500,15155.01054,225961247.4,0.75,24134,14952,25159,9752,4911
2,2016,A,1790,454600,12632.43511,277675520,0.5,24077,15161,34750,9574,4942
2,2017,A,1275,526300,15639.70528,231691615.8,0.5,24544,16259,28023,8595,4647
2,2018,A,1185,682800,15430.63163,234158378.9,1.25,23993,16299,33295,7995,4360
2,2019,A,759,660300,15811.20534,250210405.3,1.75,23780,16132,34562,6842,4432
2,2020,A,1061,677200,17542.68945,261518557.9,1.75,23866,16474,36449,5335,6108
2,2021,A,1759,697500,18250.07905,283051605.3,0.25,23583,17885,28002,4249,948
2,2022,A,1854,807900,21232.37366,288395910.5,0.25,23811,18058,28273,4290,957
1,2005,A,741,238523,9087.594971,116772740,2.5,21756,13484,35990,9314,3656
1,2006,A,848,288275,11662.24763,173044090.5,3.5,21892,13396,38296,9215,4517
1,2007,A,770,332460,12746.75453,188655840.9,4.25,22530,13455,32245,9838,4252
1,2008,A,860,378336,13215.51363,238461368.2,4.25,23039,13810,36617,9449,3945
1,2009,A,361,378336,8888.66662,227141095.2,1.5,23688,13492,35977,8334,3773
1,2010,A,891,385487,11654.275,163821980,0.25,23586,13545,36850,8906,4270
1,2011,A,713,390935,13392.76484,231808115,1,23223,13564,32857,8783,3872
1,2012,A,657,371500,12331.75242,196652219,1,23339,13813,29630,9542,4251
1,2013,A,576,358400,12668.82267,162387913.6,1,23969,13976,29822,9560,4087
1,2014,A,753,371500,13728.08185,179950581.8,1,23681,14290,30466,9775,4347
1,2015,A,809,382800,14460.89063,246596604.8,1,24134,14952,25159,9752,4911
1,2016,A,1096,443400,12361.01001,256482220,0.5,24077,15161,34750,9574,4942
1,2017,A,825,512300,15486.57613,206382366.7,0.5,24544,16259,28023,8595,4647
1,2018,A,1012,665400,16272.46373,210722286.4,1.25,23993,16299,33295,7995,4360
1,2019,A,559,658600,15031.88623,237062686.4,1.75,23780,16132,34562,6842,4432
1,2020,A,814,663200,17381.99565,211871877.3,1.75,23866,16474,36449,5335,6108
1,2021,A,1195,680800,17830.675,250555990,0.25,23583,17885,28002,4249,948
1,2022,A,1315,775700,21033.24502,262863980,0.25,23811,18058,28273,4290,957
